"Notes"	"County"	"County Code"	"Daily Max Heat Index (C)"	"Daily Max Heat Index (C) Code"	Avg Daily Max Heat Index (C)
	"Lake County, TN"	"47095"	"46"	"46"	45.96
	"Lake County, TN"	"47095"	"47"	"47"	46.99
	"Lake County, TN"	"47095"	"48"	"48"	47.84
	"Lake County, TN"	"47095"	"49"	"49"	48.94
	"Lake County, TN"	"47095"	"50"	"50"	50.42
	"Lake County, TN"	"47095"	"N/A"	"N/A"	Missing
"Total"	"Lake County, TN"	"47095"			34.17
	"Lauderdale County, TN"	"47097"	"26"	"26"	26.31
	"Lauderdale County, TN"	"47097"	"27"	"27"	27.11
	"Lauderdale County, TN"	"47097"	"28"	"28"	28.04
	"Lauderdale County, TN"	"47097"	"29"	"29"	29.00
	"Lauderdale County, TN"	"47097"	"30"	"30"	30.00
	"Lauderdale County, TN"	"47097"	"31"	"31"	31.01
	"Lauderdale County, TN"	"47097"	"32"	"32"	32.00
	"Lauderdale County, TN"	"47097"	"33"	"33"	33.03
	"Lauderdale County, TN"	"47097"	"34"	"34"	34.03
	"Lauderdale County, TN"	"47097"	"35"	"35"	35.01
	"Lauderdale County, TN"	"47097"	"36"	"36"	36.03
	"Lauderdale County, TN"	"47097"	"37"	"37"	37.00
	"Lauderdale County, TN"	"47097"	"38"	"38"	37.97
	"Lauderdale County, TN"	"47097"	"39"	"39"	38.99
	"Lauderdale County, TN"	"47097"	"40"	"40"	39.99
	"Lauderdale County, TN"	"47097"	"41"	"41"	41.01
	"Lauderdale County, TN"	"47097"	"42"	"42"	41.98
	"Lauderdale County, TN"	"47097"	"43"	"43"	42.95
	"Lauderdale County, TN"	"47097"	"44"	"44"	43.94
	"Lauderdale County, TN"	"47097"	"45"	"45"	45.04
	"Lauderdale County, TN"	"47097"	"46"	"46"	45.95
	"Lauderdale County, TN"	"47097"	"47"	"47"	46.89
	"Lauderdale County, TN"	"47097"	"48"	"48"	48.10
	"Lauderdale County, TN"	"47097"	"49"	"49"	48.80
	"Lauderdale County, TN"	"47097"	"51"	"51"	50.99
	"Lauderdale County, TN"	"47097"	"N/A"	"N/A"	Missing
"Total"	"Lauderdale County, TN"	"47097"			34.11
	"Lawrence County, TN"	"47099"	"26"	"26"	26.33
	"Lawrence County, TN"	"47099"	"27"	"27"	27.19
	"Lawrence County, TN"	"47099"	"28"	"28"	28.07
	"Lawrence County, TN"	"47099"	"29"	"29"	29.01
	"Lawrence County, TN"	"47099"	"30"	"30"	30.01
	"Lawrence County, TN"	"47099"	"31"	"31"	31.00
	"Lawrence County, TN"	"47099"	"32"	"32"	31.99
	"Lawrence County, TN"	"47099"	"33"	"33"	33.00
	"Lawrence County, TN"	"47099"	"34"	"34"	34.01
	"Lawrence County, TN"	"47099"	"35"	"35"	34.99
	"Lawrence County, TN"	"47099"	"36"	"36"	35.98
	"Lawrence County, TN"	"47099"	"37"	"37"	37.00
	"Lawrence County, TN"	"47099"	"38"	"38"	37.97
	"Lawrence County, TN"	"47099"	"39"	"39"	38.93
	"Lawrence County, TN"	"47099"	"40"	"40"	39.95
	"Lawrence County, TN"	"47099"	"41"	"41"	40.94
	"Lawrence County, TN"	"47099"	"42"	"42"	41.91
	"Lawrence County, TN"	"47099"	"43"	"43"	42.91
	"Lawrence County, TN"	"47099"	"44"	"44"	43.89
	"Lawrence County, TN"	"47099"	"45"	"45"	44.90
	"Lawrence County, TN"	"47099"	"46"	"46"	45.66
	"Lawrence County, TN"	"47099"	"47"	"47"	47.17
	"Lawrence County, TN"	"47099"	"N/A"	"N/A"	Missing
"Total"	"Lawrence County, TN"	"47099"			32.69
	"Lewis County, TN"	"47101"	"26"	"26"	26.24
	"Lewis County, TN"	"47101"	"27"	"27"	27.18
	"Lewis County, TN"	"47101"	"28"	"28"	28.07
	"Lewis County, TN"	"47101"	"29"	"29"	29.01
	"Lewis County, TN"	"47101"	"30"	"30"	30.03
	"Lewis County, TN"	"47101"	"31"	"31"	31.02
	"Lewis County, TN"	"47101"	"32"	"32"	32.00
	"Lewis County, TN"	"47101"	"33"	"33"	33.00
	"Lewis County, TN"	"47101"	"34"	"34"	34.00
	"Lewis County, TN"	"47101"	"35"	"35"	35.00
	"Lewis County, TN"	"47101"	"36"	"36"	35.98
	"Lewis County, TN"	"47101"	"37"	"37"	36.99
	"Lewis County, TN"	"47101"	"38"	"38"	37.97
	"Lewis County, TN"	"47101"	"39"	"39"	38.98
	"Lewis County, TN"	"47101"	"40"	"40"	39.97
	"Lewis County, TN"	"47101"	"41"	"41"	41.04
	"Lewis County, TN"	"47101"	"42"	"42"	42.01
	"Lewis County, TN"	"47101"	"43"	"43"	42.96
	"Lewis County, TN"	"47101"	"44"	"44"	44.15
	"Lewis County, TN"	"47101"	"45"	"45"	44.87
	"Lewis County, TN"	"47101"	"46"	"46"	46.04
	"Lewis County, TN"	"47101"	"47"	"47"	46.72
	"Lewis County, TN"	"47101"	"48"	"48"	48.41
	"Lewis County, TN"	"47101"	"N/A"	"N/A"	Missing
"Total"	"Lewis County, TN"	"47101"			32.84
	"Lincoln County, TN"	"47103"	"26"	"26"	26.41
	"Lincoln County, TN"	"47103"	"27"	"27"	27.20
	"Lincoln County, TN"	"47103"	"28"	"28"	28.05
	"Lincoln County, TN"	"47103"	"29"	"29"	29.00
	"Lincoln County, TN"	"47103"	"30"	"30"	30.03
	"Lincoln County, TN"	"47103"	"31"	"31"	31.00
	"Lincoln County, TN"	"47103"	"32"	"32"	32.00
	"Lincoln County, TN"	"47103"	"33"	"33"	33.01
	"Lincoln County, TN"	"47103"	"34"	"34"	33.99
	"Lincoln County, TN"	"47103"	"35"	"35"	34.99
	"Lincoln County, TN"	"47103"	"36"	"36"	36.00
	"Lincoln County, TN"	"47103"	"37"	"37"	37.02
	"Lincoln County, TN"	"47103"	"38"	"38"	37.99
	"Lincoln County, TN"	"47103"	"39"	"39"	38.95
	"Lincoln County, TN"	"47103"	"40"	"40"	40.05
	"Lincoln County, TN"	"47103"	"41"	"41"	41.01
	"Lincoln County, TN"	"47103"	"42"	"42"	41.92
	"Lincoln County, TN"	"47103"	"43"	"43"	43.05
	"Lincoln County, TN"	"47103"	"44"	"44"	43.94
	"Lincoln County, TN"	"47103"	"45"	"45"	45.04
	"Lincoln County, TN"	"47103"	"46"	"46"	45.63
	"Lincoln County, TN"	"47103"	"N/A"	"N/A"	Missing
"Total"	"Lincoln County, TN"	"47103"			32.62
	"Loudon County, TN"	"47105"	"26"	"26"	26.50
	"Loudon County, TN"	"47105"	"27"	"27"	27.21
	"Loudon County, TN"	"47105"	"28"	"28"	28.06
	"Loudon County, TN"	"47105"	"29"	"29"	29.02
	"Loudon County, TN"	"47105"	"30"	"30"	30.01
	"Loudon County, TN"	"47105"	"31"	"31"	30.99
	"Loudon County, TN"	"47105"	"32"	"32"	31.99
	"Loudon County, TN"	"47105"	"33"	"33"	33.00
	"Loudon County, TN"	"47105"	"34"	"34"	34.00
	"Loudon County, TN"	"47105"	"35"	"35"	35.00
	"Loudon County, TN"	"47105"	"36"	"36"	35.98
	"Loudon County, TN"	"47105"	"37"	"37"	36.96
	"Loudon County, TN"	"47105"	"38"	"38"	38.03
	"Loudon County, TN"	"47105"	"39"	"39"	38.92
	"Loudon County, TN"	"47105"	"40"	"40"	39.92
	"Loudon County, TN"	"47105"	"41"	"41"	41.02
	"Loudon County, TN"	"47105"	"42"	"42"	41.97
	"Loudon County, TN"	"47105"	"43"	"43"	43.11
	"Loudon County, TN"	"47105"	"44"	"44"	43.90
	"Loudon County, TN"	"47105"	"45"	"45"	45.11
	"Loudon County, TN"	"47105"	"N/A"	"N/A"	Missing
"Total"	"Loudon County, TN"	"47105"			32.24
	"McMinn County, TN"	"47107"	"26"	"26"	26.32
	"McMinn County, TN"	"47107"	"27"	"27"	27.20
	"McMinn County, TN"	"47107"	"28"	"28"	28.08
	"McMinn County, TN"	"47107"	"29"	"29"	28.99
	"McMinn County, TN"	"47107"	"30"	"30"	30.01
	"McMinn County, TN"	"47107"	"31"	"31"	30.99
	"McMinn County, TN"	"47107"	"32"	"32"	32.01
	"McMinn County, TN"	"47107"	"33"	"33"	32.97
	"McMinn County, TN"	"47107"	"34"	"34"	33.98
	"McMinn County, TN"	"47107"	"35"	"35"	34.96
	"McMinn County, TN"	"47107"	"36"	"36"	35.98
	"McMinn County, TN"	"47107"	"37"	"37"	36.97
	"McMinn County, TN"	"47107"	"38"	"38"	37.96
	"McMinn County, TN"	"47107"	"39"	"39"	38.95
	"McMinn County, TN"	"47107"	"40"	"40"	40.05
	"McMinn County, TN"	"47107"	"41"	"41"	41.05
	"McMinn County, TN"	"47107"	"42"	"42"	41.93
	"McMinn County, TN"	"47107"	"43"	"43"	43.06
	"McMinn County, TN"	"47107"	"44"	"44"	44.10
	"McMinn County, TN"	"47107"	"45"	"45"	45.06
	"McMinn County, TN"	"47107"	"46"	"46"	45.52
	"McMinn County, TN"	"47107"	"N/A"	"N/A"	Missing
"Total"	"McMinn County, TN"	"47107"			32.29
	"McNairy County, TN"	"47109"	"26"	"26"	26.32
	"McNairy County, TN"	"47109"	"27"	"27"	27.13
	"McNairy County, TN"	"47109"	"28"	"28"	28.05
	"McNairy County, TN"	"47109"	"29"	"29"	28.99
	"McNairy County, TN"	"47109"	"30"	"30"	30.03
	"McNairy County, TN"	"47109"	"31"	"31"	31.02
	"McNairy County, TN"	"47109"	"32"	"32"	32.02
	"McNairy County, TN"	"47109"	"33"	"33"	33.00
	"McNairy County, TN"	"47109"	"34"	"34"	34.02
	"McNairy County, TN"	"47109"	"35"	"35"	34.97
	"McNairy County, TN"	"47109"	"36"	"36"	36.01
	"McNairy County, TN"	"47109"	"37"	"37"	36.96
	"McNairy County, TN"	"47109"	"38"	"38"	37.96
	"McNairy County, TN"	"47109"	"39"	"39"	38.97
	"McNairy County, TN"	"47109"	"40"	"40"	39.99
	"McNairy County, TN"	"47109"	"41"	"41"	40.98
	"McNairy County, TN"	"47109"	"42"	"42"	41.94
	"McNairy County, TN"	"47109"	"43"	"43"	42.91
	"McNairy County, TN"	"47109"	"44"	"44"	43.92
	"McNairy County, TN"	"47109"	"45"	"45"	45.01
	"McNairy County, TN"	"47109"	"46"	"46"	45.94
	"McNairy County, TN"	"47109"	"47"	"47"	47.04
	"McNairy County, TN"	"47109"	"48"	"48"	48.19
	"McNairy County, TN"	"47109"	"49"	"49"	49.12
	"McNairy County, TN"	"47109"	"N/A"	"N/A"	Missing
"Total"	"McNairy County, TN"	"47109"			33.60
	"Macon County, TN"	"47111"	"26"	"26"	26.42
	"Macon County, TN"	"47111"	"27"	"27"	27.16
	"Macon County, TN"	"47111"	"28"	"28"	28.07
	"Macon County, TN"	"47111"	"29"	"29"	29.00
	"Macon County, TN"	"47111"	"30"	"30"	29.99
	"Macon County, TN"	"47111"	"31"	"31"	30.99
	"Macon County, TN"	"47111"	"32"	"32"	32.02
	"Macon County, TN"	"47111"	"33"	"33"	33.01
	"Macon County, TN"	"47111"	"34"	"34"	34.01
	"Macon County, TN"	"47111"	"35"	"35"	34.98
	"Macon County, TN"	"47111"	"36"	"36"	36.02
	"Macon County, TN"	"47111"	"37"	"37"	37.00
	"Macon County, TN"	"47111"	"38"	"38"	37.95
	"Macon County, TN"	"47111"	"39"	"39"	39.02
	"Macon County, TN"	"47111"	"40"	"40"	39.98
	"Macon County, TN"	"47111"	"41"	"41"	40.96
	"Macon County, TN"	"47111"	"42"	"42"	41.90
	"Macon County, TN"	"47111"	"43"	"43"	42.92
	"Macon County, TN"	"47111"	"44"	"44"	44.04
	"Macon County, TN"	"47111"	"45"	"45"	45.02
	"Macon County, TN"	"47111"	"46"	"46"	45.95
	"Macon County, TN"	"47111"	"48"	"48"	48.20
	"Macon County, TN"	"47111"	"49"	"49"	48.65
	"Macon County, TN"	"47111"	"N/A"	"N/A"	Missing
"Total"	"Macon County, TN"	"47111"			32.54
	"Madison County, TN"	"47113"	"26"	"26"	26.29
	"Madison County, TN"	"47113"	"27"	"27"	27.12
	"Madison County, TN"	"47113"	"28"	"28"	28.06
	"Madison County, TN"	"47113"	"29"	"29"	28.99
	"Madison County, TN"	"47113"	"30"	"30"	30.04
	"Madison County, TN"	"47113"	"31"	"31"	31.02
	"Madison County, TN"	"47113"	"32"	"32"	32.01
	"Madison County, TN"	"47113"	"33"	"33"	33.01
	"Madison County, TN"	"47113"	"34"	"34"	33.99
	"Madison County, TN"	"47113"	"35"	"35"	34.98
	"Madison County, TN"	"47113"	"36"	"36"	35.97
	"Madison County, TN"	"47113"	"37"	"37"	37.04
	"Madison County, TN"	"47113"	"38"	"38"	38.01
	"Madison County, TN"	"47113"	"39"	"39"	39.01
	"Madison County, TN"	"47113"	"40"	"40"	39.93
	"Madison County, TN"	"47113"	"41"	"41"	40.97
	"Madison County, TN"	"47113"	"42"	"42"	42.00
	"Madison County, TN"	"47113"	"43"	"43"	42.93
	"Madison County, TN"	"47113"	"44"	"44"	44.00
	"Madison County, TN"	"47113"	"45"	"45"	45.02
	"Madison County, TN"	"47113"	"46"	"46"	46.00
	"Madison County, TN"	"47113"	"47"	"47"	46.87
	"Madison County, TN"	"47113"	"48"	"48"	48.01
	"Madison County, TN"	"47113"	"49"	"49"	48.74
	"Madison County, TN"	"47113"	"N/A"	"N/A"	Missing
"Total"	"Madison County, TN"	"47113"			33.76
	"Marion County, TN"	"47115"	"26"	"26"	26.39
	"Marion County, TN"	"47115"	"27"	"27"	27.20
	"Marion County, TN"	"47115"	"28"	"28"	28.07
	"Marion County, TN"	"47115"	"29"	"29"	29.05
	"Marion County, TN"	"47115"	"30"	"30"	30.00
	"Marion County, TN"	"47115"	"31"	"31"	30.98
	"Marion County, TN"	"47115"	"32"	"32"	32.00
	"Marion County, TN"	"47115"	"33"	"33"	32.99
	"Marion County, TN"	"47115"	"34"	"34"	33.93
	"Marion County, TN"	"47115"	"35"	"35"	34.96
	"Marion County, TN"	"47115"	"36"	"36"	35.96
	"Marion County, TN"	"47115"	"37"	"37"	36.94
	"Marion County, TN"	"47115"	"38"	"38"	38.02
	"Marion County, TN"	"47115"	"39"	"39"	39.06
	"Marion County, TN"	"47115"	"40"	"40"	39.91
	"Marion County, TN"	"47115"	"41"	"41"	40.88
	"Marion County, TN"	"47115"	"42"	"42"	42.03
	"Marion County, TN"	"47115"	"43"	"43"	42.89
	"Marion County, TN"	"47115"	"N/A"	"N/A"	Missing
"Total"	"Marion County, TN"	"47115"			31.62
	"Marshall County, TN"	"47117"	"26"	"26"	26.42
	"Marshall County, TN"	"47117"	"27"	"27"	27.21
	"Marshall County, TN"	"47117"	"28"	"28"	28.05
	"Marshall County, TN"	"47117"	"29"	"29"	29.02
	"Marshall County, TN"	"47117"	"30"	"30"	30.01
	"Marshall County, TN"	"47117"	"31"	"31"	31.00
	"Marshall County, TN"	"47117"	"32"	"32"	32.00
	"Marshall County, TN"	"47117"	"33"	"33"	33.01
	"Marshall County, TN"	"47117"	"34"	"34"	33.99
	"Marshall County, TN"	"47117"	"35"	"35"	34.99
	"Marshall County, TN"	"47117"	"36"	"36"	36.02
	"Marshall County, TN"	"47117"	"37"	"37"	36.97
	"Marshall County, TN"	"47117"	"38"	"38"	37.95
	"Marshall County, TN"	"47117"	"39"	"39"	38.98
	"Marshall County, TN"	"47117"	"40"	"40"	39.96
	"Marshall County, TN"	"47117"	"41"	"41"	41.01
	"Marshall County, TN"	"47117"	"42"	"42"	41.99
	"Marshall County, TN"	"47117"	"43"	"43"	43.02
	"Marshall County, TN"	"47117"	"44"	"44"	44.06
	"Marshall County, TN"	"47117"	"45"	"45"	45.17
	"Marshall County, TN"	"47117"	"46"	"46"	45.90
	"Marshall County, TN"	"47117"	"47"	"47"	46.53
	"Marshall County, TN"	"47117"	"N/A"	"N/A"	Missing
"Total"	"Marshall County, TN"	"47117"			32.68
	"Maury County, TN"	"47119"	"26"	"26"	26.22
	"Maury County, TN"	"47119"	"27"	"27"	27.16
	"Maury County, TN"	"47119"	"28"	"28"	28.04
	"Maury County, TN"	"47119"	"29"	"29"	29.01
	"Maury County, TN"	"47119"	"30"	"30"	29.97
	"Maury County, TN"	"47119"	"31"	"31"	31.02
	"Maury County, TN"	"47119"	"32"	"32"	31.99
	"Maury County, TN"	"47119"	"33"	"33"	32.99
	"Maury County, TN"	"47119"	"34"	"34"	34.00
	"Maury County, TN"	"47119"	"35"	"35"	34.99
	"Maury County, TN"	"47119"	"36"	"36"	35.96
	"Maury County, TN"	"47119"	"37"	"37"	37.03
	"Maury County, TN"	"47119"	"38"	"38"	37.98
	"Maury County, TN"	"47119"	"39"	"39"	39.00
	"Maury County, TN"	"47119"	"40"	"40"	40.02
	"Maury County, TN"	"47119"	"41"	"41"	40.97
	"Maury County, TN"	"47119"	"42"	"42"	41.98
	"Maury County, TN"	"47119"	"43"	"43"	42.89
	"Maury County, TN"	"47119"	"44"	"44"	44.06
	"Maury County, TN"	"47119"	"45"	"45"	45.07
	"Maury County, TN"	"47119"	"46"	"46"	45.91
	"Maury County, TN"	"47119"	"47"	"47"	46.82
	"Maury County, TN"	"47119"	"49"	"49"	48.70
	"Maury County, TN"	"47119"	"N/A"	"N/A"	Missing
"Total"	"Maury County, TN"	"47119"			32.99
	"Meigs County, TN"	"47121"	"26"	"26"	26.29
	"Meigs County, TN"	"47121"	"27"	"27"	27.23
	"Meigs County, TN"	"47121"	"28"	"28"	28.11
	"Meigs County, TN"	"47121"	"29"	"29"	29.01
	"Meigs County, TN"	"47121"	"30"	"30"	30.01
	"Meigs County, TN"	"47121"	"31"	"31"	31.02
	"Meigs County, TN"	"47121"	"32"	"32"	32.01
	"Meigs County, TN"	"47121"	"33"	"33"	33.02
	"Meigs County, TN"	"47121"	"34"	"34"	34.04
	"Meigs County, TN"	"47121"	"35"	"35"	34.97
	"Meigs County, TN"	"47121"	"36"	"36"	35.97
	"Meigs County, TN"	"47121"	"37"	"37"	36.99
	"Meigs County, TN"	"47121"	"38"	"38"	37.98
	"Meigs County, TN"	"47121"	"39"	"39"	39.00
	"Meigs County, TN"	"47121"	"40"	"40"	39.89
	"Meigs County, TN"	"47121"	"41"	"41"	40.98
	"Meigs County, TN"	"47121"	"42"	"42"	41.96
	"Meigs County, TN"	"47121"	"43"	"43"	42.95
	"Meigs County, TN"	"47121"	"44"	"44"	44.10
	"Meigs County, TN"	"47121"	"45"	"45"	44.78
	"Meigs County, TN"	"47121"	"46"	"46"	46.08
	"Meigs County, TN"	"47121"	"N/A"	"N/A"	Missing
"Total"	"Meigs County, TN"	"47121"			32.53
	"Monroe County, TN"	"47123"	"26"	"26"	26.45
	"Monroe County, TN"	"47123"	"27"	"27"	27.22
	"Monroe County, TN"	"47123"	"28"	"28"	28.07
	"Monroe County, TN"	"47123"	"29"	"29"	29.02
	"Monroe County, TN"	"47123"	"30"	"30"	30.01
	"Monroe County, TN"	"47123"	"31"	"31"	31.01
	"Monroe County, TN"	"47123"	"32"	"32"	31.99
	"Monroe County, TN"	"47123"	"33"	"33"	32.98
	"Monroe County, TN"	"47123"	"34"	"34"	33.96
	"Monroe County, TN"	"47123"	"35"	"35"	34.94
	"Monroe County, TN"	"47123"	"36"	"36"	35.95
	"Monroe County, TN"	"47123"	"37"	"37"	36.92
	"Monroe County, TN"	"47123"	"38"	"38"	37.99
	"Monroe County, TN"	"47123"	"39"	"39"	38.98
	"Monroe County, TN"	"47123"	"40"	"40"	40.13
	"Monroe County, TN"	"47123"	"41"	"41"	41.15
	"Monroe County, TN"	"47123"	"42"	"42"	41.75
	"Monroe County, TN"	"47123"	"N/A"	"N/A"	Missing
"Total"	"Monroe County, TN"	"47123"			31.63
	"Montgomery County, TN"	"47125"	"26"	"26"	26.35
	"Montgomery County, TN"	"47125"	"27"	"27"	27.11
	"Montgomery County, TN"	"47125"	"28"	"28"	28.05
	"Montgomery County, TN"	"47125"	"29"	"29"	29.01
	"Montgomery County, TN"	"47125"	"30"	"30"	29.99
	"Montgomery County, TN"	"47125"	"31"	"31"	30.96
	"Montgomery County, TN"	"47125"	"32"	"32"	31.99
	"Montgomery County, TN"	"47125"	"33"	"33"	33.01
	"Montgomery County, TN"	"47125"	"34"	"34"	34.02
	"Montgomery County, TN"	"47125"	"35"	"35"	35.02
	"Montgomery County, TN"	"47125"	"36"	"36"	35.98
	"Montgomery County, TN"	"47125"	"37"	"37"	36.98
	"Montgomery County, TN"	"47125"	"38"	"38"	37.98
	"Montgomery County, TN"	"47125"	"39"	"39"	38.97
	"Montgomery County, TN"	"47125"	"40"	"40"	39.97
	"Montgomery County, TN"	"47125"	"41"	"41"	40.97
	"Montgomery County, TN"	"47125"	"42"	"42"	41.99
	"Montgomery County, TN"	"47125"	"43"	"43"	42.97
	"Montgomery County, TN"	"47125"	"44"	"44"	43.96
	"Montgomery County, TN"	"47125"	"45"	"45"	44.91
	"Montgomery County, TN"	"47125"	"46"	"46"	45.84
	"Montgomery County, TN"	"47125"	"47"	"47"	47.07
	"Montgomery County, TN"	"47125"	"48"	"48"	48.16
	"Montgomery County, TN"	"47125"	"49"	"49"	48.94
	"Montgomery County, TN"	"47125"	"51"	"51"	51.02
	"Montgomery County, TN"	"47125"	"N/A"	"N/A"	Missing
"Total"	"Montgomery County, TN"	"47125"			33.41
	"Moore County, TN"	"47127"	"26"	"26"	26.42
	"Moore County, TN"	"47127"	"27"	"27"	27.19
	"Moore County, TN"	"47127"	"28"	"28"	28.08
	"Moore County, TN"	"47127"	"29"	"29"	29.02
	"Moore County, TN"	"47127"	"30"	"30"	30.00
	"Moore County, TN"	"47127"	"31"	"31"	30.99
	"Moore County, TN"	"47127"	"32"	"32"	31.98
	"Moore County, TN"	"47127"	"33"	"33"	33.00
	"Moore County, TN"	"47127"	"34"	"34"	34.00
	"Moore County, TN"	"47127"	"35"	"35"	34.98
	"Moore County, TN"	"47127"	"36"	"36"	36.00
	"Moore County, TN"	"47127"	"37"	"37"	36.99
	"Moore County, TN"	"47127"	"38"	"38"	37.98
	"Moore County, TN"	"47127"	"39"	"39"	38.98
	"Moore County, TN"	"47127"	"40"	"40"	40.03
	"Moore County, TN"	"47127"	"41"	"41"	41.05
	"Moore County, TN"	"47127"	"42"	"42"	41.86
	"Moore County, TN"	"47127"	"43"	"43"	43.03
	"Moore County, TN"	"47127"	"44"	"44"	44.00
	"Moore County, TN"	"47127"	"45"	"45"	45.02
	"Moore County, TN"	"47127"	"N/A"	"N/A"	Missing
"Total"	"Moore County, TN"	"47127"			32.35
	"Morgan County, TN"	"47129"	"26"	"26"	26.37
	"Morgan County, TN"	"47129"	"27"	"27"	27.16
	"Morgan County, TN"	"47129"	"28"	"28"	28.09
	"Morgan County, TN"	"47129"	"29"	"29"	28.99
	"Morgan County, TN"	"47129"	"30"	"30"	29.97
	"Morgan County, TN"	"47129"	"31"	"31"	30.99
	"Morgan County, TN"	"47129"	"32"	"32"	31.96
	"Morgan County, TN"	"47129"	"33"	"33"	32.97
	"Morgan County, TN"	"47129"	"34"	"34"	33.96
	"Morgan County, TN"	"47129"	"35"	"35"	35.00
	"Morgan County, TN"	"47129"	"36"	"36"	36.00
	"Morgan County, TN"	"47129"	"37"	"37"	37.01
	"Morgan County, TN"	"47129"	"38"	"38"	38.00
	"Morgan County, TN"	"47129"	"39"	"39"	38.94
	"Morgan County, TN"	"47129"	"40"	"40"	39.83
	"Morgan County, TN"	"47129"	"41"	"41"	40.95
	"Morgan County, TN"	"47129"	"42"	"42"	41.80
	"Morgan County, TN"	"47129"	"43"	"43"	42.80
	"Morgan County, TN"	"47129"	"N/A"	"N/A"	Missing
"Total"	"Morgan County, TN"	"47129"			31.20
	"Obion County, TN"	"47131"	"26"	"26"	26.30
	"Obion County, TN"	"47131"	"27"	"27"	27.10
	"Obion County, TN"	"47131"	"28"	"28"	28.03
	"Obion County, TN"	"47131"	"29"	"29"	29.01
	"Obion County, TN"	"47131"	"30"	"30"	30.01
	"Obion County, TN"	"47131"	"31"	"31"	31.01
	"Obion County, TN"	"47131"	"32"	"32"	32.00
	"Obion County, TN"	"47131"	"33"	"33"	33.01
	"Obion County, TN"	"47131"	"34"	"34"	33.99
	"Obion County, TN"	"47131"	"35"	"35"	34.99
	"Obion County, TN"	"47131"	"36"	"36"	36.01
	"Obion County, TN"	"47131"	"37"	"37"	36.97
	"Obion County, TN"	"47131"	"38"	"38"	38.02
	"Obion County, TN"	"47131"	"39"	"39"	39.00
	"Obion County, TN"	"47131"	"40"	"40"	40.00
	"Obion County, TN"	"47131"	"41"	"41"	41.02
	"Obion County, TN"	"47131"	"42"	"42"	41.98
	"Obion County, TN"	"47131"	"43"	"43"	42.96
	"Obion County, TN"	"47131"	"44"	"44"	43.95
	"Obion County, TN"	"47131"	"45"	"45"	44.94
	"Obion County, TN"	"47131"	"46"	"46"	45.92
	"Obion County, TN"	"47131"	"47"	"47"	47.17
	"Obion County, TN"	"47131"	"48"	"48"	47.92
	"Obion County, TN"	"47131"	"50"	"50"	50.13
	"Obion County, TN"	"47131"	"N/A"	"N/A"	Missing
"Total"	"Obion County, TN"	"47131"			33.90
	"Overton County, TN"	"47133"	"26"	"26"	26.35
	"Overton County, TN"	"47133"	"27"	"27"	27.22
	"Overton County, TN"	"47133"	"28"	"28"	28.09
	"Overton County, TN"	"47133"	"29"	"29"	29.03
	"Overton County, TN"	"47133"	"30"	"30"	30.00
	"Overton County, TN"	"47133"	"31"	"31"	30.98
	"Overton County, TN"	"47133"	"32"	"32"	32.00
	"Overton County, TN"	"47133"	"33"	"33"	33.00
	"Overton County, TN"	"47133"	"34"	"34"	33.98
	"Overton County, TN"	"47133"	"35"	"35"	34.98
	"Overton County, TN"	"47133"	"36"	"36"	35.95
	"Overton County, TN"	"47133"	"37"	"37"	36.98
	"Overton County, TN"	"47133"	"38"	"38"	37.98
	"Overton County, TN"	"47133"	"39"	"39"	39.06
	"Overton County, TN"	"47133"	"40"	"40"	39.90
	"Overton County, TN"	"47133"	"41"	"41"	40.93
	"Overton County, TN"	"47133"	"42"	"42"	41.97
	"Overton County, TN"	"47133"	"43"	"43"	42.88
	"Overton County, TN"	"47133"	"44"	"44"	44.03
	"Overton County, TN"	"47133"	"45"	"45"	45.20
	"Overton County, TN"	"47133"	"46"	"46"	46.08
	"Overton County, TN"	"47133"	"N/A"	"N/A"	Missing
"Total"	"Overton County, TN"	"47133"			31.90
	"Perry County, TN"	"47135"	"26"	"26"	26.30
	"Perry County, TN"	"47135"	"27"	"27"	27.15
	"Perry County, TN"	"47135"	"28"	"28"	28.07
	"Perry County, TN"	"47135"	"29"	"29"	29.03
	"Perry County, TN"	"47135"	"30"	"30"	29.98
	"Perry County, TN"	"47135"	"31"	"31"	31.01
	"Perry County, TN"	"47135"	"32"	"32"	31.98
	"Perry County, TN"	"47135"	"33"	"33"	32.99
	"Perry County, TN"	"47135"	"34"	"34"	34.03
	"Perry County, TN"	"47135"	"35"	"35"	35.01
	"Perry County, TN"	"47135"	"36"	"36"	36.00
	"Perry County, TN"	"47135"	"37"	"37"	37.02
	"Perry County, TN"	"47135"	"38"	"38"	38.01
	"Perry County, TN"	"47135"	"39"	"39"	38.96
	"Perry County, TN"	"47135"	"40"	"40"	39.97
	"Perry County, TN"	"47135"	"41"	"41"	40.97
	"Perry County, TN"	"47135"	"42"	"42"	42.03
	"Perry County, TN"	"47135"	"43"	"43"	42.94
	"Perry County, TN"	"47135"	"44"	"44"	43.94
	"Perry County, TN"	"47135"	"45"	"45"	44.80
	"Perry County, TN"	"47135"	"46"	"46"	46.02
	"Perry County, TN"	"47135"	"47"	"47"	46.91
	"Perry County, TN"	"47135"	"49"	"49"	49.33
	"Perry County, TN"	"47135"	"50"	"50"	49.96
	"Perry County, TN"	"47135"	"N/A"	"N/A"	Missing
